project,accuracy,precision,recall,f1,f2
abinit,0.8833188153310104,0.5440351645317987,0.7988469417818254,0.6465274326908361,0.7297506609429169
libmesh,0.8975414522584334,0.4723836058848647,0.8553534026158595,0.6078887530734596,0.7351722232821151
mdanalysis,0.8537426900584795,0.434195895120806,0.8141866968218938,0.5649052363005316,0.6911826035314882
lammps,0.8768553758325404,0.15001298552624917,0.7125965623970603,0.24519994231921988,0.40003886425407115
