project,accuracy,precision,recall,f1,f2
abinit,0.8755226480836237,0.5217395006028159,0.8215852528742904,0.6372559332139656,0.7359350543539561
libmesh,0.8982561463693539,0.47877664846889256,0.8657275767590937,0.6158328560600964,0.7444370061511985
mdanalysis,0.8560818713450292,0.4486397713430207,0.8136995241365342,0.5771699833943863,0.6984351787279023
lammps,0.869790675547098,0.14248414406472573,0.7293569079478295,0.23746011198545194,0.3970895802393609
