project,accuracy,precision,recall,f1,f2
abinit,0.8728222996515681,0.5323308321868327,0.7920789713851066,0.6353725333027979,0.720379569388975
libmesh,0.8963217076424623,0.45642770673843774,0.9146990023064077,0.608468198817839,0.7611040388481919
mdanalysis,0.8463937621832359,0.42360536097916074,0.7819851969336504,0.5484430664784566,0.6675415573053368
lammps,0.8755153821757057,0.15968827575648217,0.822326846620632,0.2668950582821567,0.4477132584512658
