project,accuracy,precision,recall,f1,f2
abinit,0.8853029235646354,0.5515498124491061,0.772726972952786,0.6436671008466115,0.7153531472115457
libmesh,0.850791267182627,0.37216119038290657,0.8205299920534023,0.5120674422482616,0.6612083905058543
mdanalysis,0.8366965973534974,0.36733540214686905,0.49621978474936085,0.4221569643288257,0.4636797065919902
