project,accuracy,precision,recall,f1,f2
abinit,0.887460373370905,0.5599232981783315,0.7643979057591624,0.6463752075262867,0.7123688704562086
libmesh,0.8647337414808828,0.3927680798004988,0.7617896009673522,0.518305224187577,0.6412866449511403
mdanalysis,0.84593572778828,0.3846153846153848,0.48514851485148486,0.4290718038528897,0.4610462928114414
