project,accuracy,precision,recall,f1,f2
libmesh,0.9078044596912521,0.5023097827547961,0.404254568637245,0.44726640738477413,0.4203044346931957
abinit,0.8576655052264808,0.47887906843965417,0.42326115943327014,0.44760420093207703,0.4323483908910715
mdanalysis,0.8482456140350877,0.3115044131174435,0.20995295772962055,0.24834288127891208,0.22344845176572853
