project,accuracy,precision,recall,f1,f2
mdanalysis,0.5975438596491228,0.15112804242641248,0.5592161690848663,0.23420824347009547,0.35560267207459123
abinit,0.6406358885017422,0.2163202485347273,0.6125560073671842,0.3119326876712132,0.4366091906243838
libmesh,0.6747570040022871,0.1662279301188953,0.6007342169539311,0.2516478781954238,0.3818062243803602
